8.999371164364280048e+03,7.787405299694341011e+03,6.284894864174376380e+03,5.193592027805794714e+03,1.729749592609049614e+03
9.031032770400648587e+03,7.818679233909019786e+03,6.334413365160544345e+03,5.247297482937981840e+03,1.762648568895061999e+03
9.069864879434871909e+03,7.865290455918415319e+03,6.405391985813552310e+03,5.335311197157778224e+03,2.005765555221011027e+03
9.114607019884550027e+03,7.838028708733552776e+03,6.279101657443984550e+03,5.148347767204950287e+03,1.597147505374427510e+03
8.990179527113958102e+03,7.763326591780987656e+03,6.247648736493789329e+03,5.135632771296255669e+03,1.649359963532680013e+03
9.013507809026819814e+03,7.796034135695181249e+03,6.312105395864620732e+03,5.224284435140616552e+03,1.770639750466360510e+03
8.840413972645466856e+03,7.666513786621495456e+03,6.209879717048278508e+03,5.141263722930513723e+03,1.759616451467121124e+03
8.951477627776788722e+03,7.736784568336344819e+03,6.243472420352547488e+03,5.156085494131695668e+03,1.719495932331766426e+03
8.987137526740378235e+03,7.728543584088404714e+03,6.183785668647265084e+03,5.074371648880468456e+03,1.688514879765837122e+03
8.977298938947102215e+03,7.764681118775101822e+03,6.274501405519253240e+03,5.192058798056976229e+03,1.836690496108955585e+03
8.899203828042202076e+03,7.702135802545843944e+03,6.158433859041631877e+03,5.050143608536516695e+03,1.629448392016885464e+03
8.790533055901618354e+03,7.586832971398273912e+03,6.116732586274955793e+03,5.053691851382916866e+03,1.631479496770615242e+03
8.683194387061761518e+03,7.499135039508189038e+03,6.057215592032752284e+03,5.009016681594788679e+03,1.669018439392818891e+03
8.693652364813193344e+03,7.508375099985363704e+03,6.043920347412076808e+03,4.972691377123755956e+03,1.599520968443155652e+03
8.649494434817443107e+03,7.484746768535607771e+03,6.053309871923916944e+03,4.994457712230752804e+03,1.598726281134162946e+03
8.695533114496112830e+03,7.494702069064780517e+03,6.013164807413186281e+03,4.945072922326849039e+03,1.576731922858309645e+03
8.704982189451937302e+03,7.547076766615593442e+03,6.109917448635531400e+03,5.062805080476467083e+03,1.716330998983106383e+03
8.738297407536741957e+03,7.557934183917585869e+03,6.088332062995283195e+03,5.024675818639760109e+03,1.666808232428379597e+03
8.671686146431653469e+03,7.502327430202883079e+03,6.037784899709316960e+03,4.967094042048393021e+03,1.612730630589234806e+03
8.757943627512700914e+03,7.592781956756225554e+03,6.150418198598803428e+03,5.102244188472212045e+03,1.775128982024077231e+03
8.698763366485220104e+03,7.540397596856144446e+03,6.114669629525205892e+03,5.062401585709002575e+03,1.706654151845001707e+03
8.649379816357308300e+03,7.476763491296145730e+03,6.032324381581703165e+03,4.981913546615272935e+03,1.673397109824477866e+03
8.580858641680697474e+03,7.434100545415014494e+03,6.008392110572630372e+03,4.971550027442934152e+03,1.720729474205134466e+03
8.672299847404177854e+03,7.492956551299952480e+03,6.059368153541541687e+03,5.024138841427191437e+03,1.757703153042704116e+03
8.758766310669061568e+03,7.538159928430066429e+03,6.071077915119354657e+03,5.002488403914727314e+03,1.491314790048196983e+03
8.833120984746699833e+03,7.668144455905918221e+03,6.188941061583614101e+03,5.125509665518724432e+03,1.801716160201658340e+03
8.948005616846025077e+03,7.780082813473323768e+03,6.293630491190826433e+03,5.211271472456654010e+03,1.838830275533354325e+03
8.870668113266587170e+03,7.679202250656797332e+03,6.203047306625358033e+03,5.129766601832411652e+03,1.708048882317069683e+03
8.810325595745431201e+03,7.628258327394527441e+03,6.180274705624364287e+03,5.118310797659878517e+03,1.763431188662931618e+03
8.919671303313487442e+03,7.718165192624293923e+03,6.199115610942246349e+03,5.101129391483722429e+03,1.749294156357141901e+03
8.908105842903305529e+03,7.731734824422046586e+03,6.286255949697241704e+03,5.226419585292268494e+03,1.847107264994300294e+03
9.106049203383268832e+03,7.900721798757502256e+03,6.386526183135474639e+03,5.292611613087250589e+03,1.868008760875205780e+03
9.034603615279989754e+03,7.840430108221848968e+03,6.347996915329389594e+03,5.272568690768364831e+03,1.846302752144857550e+03
9.120433011506511320e+03,7.888730282605204593e+03,6.377451686224392688e+03,5.271669441328310313e+03,1.801860726120893560e+03
9.131170301420817850e+03,7.901787164569926972e+03,6.406392107244400904e+03,5.306039308877240728e+03,1.776435319220142446e+03
9.244823363583862374e+03,8.018517166976672343e+03,6.490422265241437344e+03,5.373878348631262270e+03,1.842111223426245942e+03
9.294573082251583401e+03,8.058343993546022830e+03,6.525890527253253822e+03,5.402496295934607588e+03,1.849540579688981097e+03
9.321777438363093097e+03,8.047000617941108430e+03,6.467902283145454930e+03,5.329288913293434234e+03,1.767034498690568853e+03
9.314445248258125503e+03,8.062789608704887542e+03,6.544997971298524135e+03,5.431774994705670906e+03,1.935548819250464248e+03
9.326801898083227570e+03,8.059849268964397197e+03,6.512119566165485594e+03,5.376611144275542756e+03,1.783948157591938525e+03
9.424667829371232074e+03,8.132832669857474684e+03,6.544730399990253318e+03,5.396613913039776889e+03,1.799877530829197667e+03
9.440227394864155940e+03,8.180815129543408148e+03,6.608553254372905940e+03,5.457881063394866942e+03,1.823010211564947667e+03
9.382077120937337895e+03,8.076694371502329886e+03,6.486955786453365363e+03,5.329698263669873995e+03,1.697173745043932286e+03
9.210535608001442597e+03,7.941953559705366388e+03,6.383896870160077015e+03,5.256160694675644663e+03,1.764621663607128767e+03
9.319199695356117445e+03,8.069245943988640647e+03,6.539776123734331122e+03,5.410027770264649916e+03,1.889292130589532007e+03
9.371144599188191933e+03,8.076560528516532031e+03,6.492124027672359261e+03,5.338344348601614001e+03,1.799024709108767638e+03
9.629852713177695477e+03,8.350058552916116241e+03,6.760579984927844635e+03,5.601660251410854471e+03,1.882798766944053568e+03
9.559926443439300783e+03,8.265194912597340590e+03,6.671885635741406077e+03,5.506300631952903132e+03,1.876411444958483798e+03
9.606573357782792300e+03,8.310028443879511542e+03,6.696907599030186248e+03,5.511192510580402995e+03,1.875323483287331328e+03
9.510688981293504185e+03,8.208466308700222726e+03,6.626183949392629074e+03,5.465304357193213946e+03,1.835029906066871263e+03
9.582612061101443032e+03,8.300815860304039234e+03,6.721860784824897564e+03,5.558188862364089800e+03,1.898284351556065758e+03
9.606052874153361699e+03,8.306557411851183133e+03,6.711746373105873317e+03,5.538919405269213712e+03,1.877078976865577715e+03
9.377756371878040227e+03,8.077108629363579894e+03,6.472905432985228799e+03,5.314984183775455676e+03,1.773748412076802651e+03
9.419587068544633439e+03,8.124461549061050391e+03,6.549551686966997295e+03,5.409715306307341962e+03,1.866096156846498616e+03
9.437526578787759718e+03,8.168890543567727946e+03,6.628212228463632528e+03,5.502694540243950541e+03,1.875071430471647091e+03
9.366086996755020664e+03,8.110583516557707298e+03,6.566524395274385824e+03,5.432573536449281164e+03,1.855879304797489567e+03
9.483745376897983078e+03,8.179223355446427377e+03,6.558242942958750064e+03,5.372745686599382680e+03,1.679376144477753314e+03
9.446235639610276849e+03,8.175567934369692921e+03,6.603767091124154831e+03,5.460304287252281938e+03,1.869088960856971426e+03
9.373122325893931702e+03,8.105533456582611507e+03,6.556556234720338580e+03,5.420884099986014917e+03,1.863474398183163430e+03
9.363182065465534833e+03,8.045912299486441043e+03,6.469738562327310319e+03,5.333863897482980974e+03,1.802498096123062169e+03
9.361577286023049965e+03,8.111675280707828279e+03,6.587840403468313525e+03,5.470885692119254600e+03,1.957669162256023355e+03
9.373328177235582189e+03,8.098495990120251008e+03,6.558677250037037084e+03,5.438309122331022081e+03,1.890120001702607851e+03
9.565546820396459225e+03,8.284873360821226015e+03,6.700020939467829521e+03,5.549685123512868813e+03,1.924403366996218210e+03
9.320764171995744618e+03,8.082755351369496566e+03,6.548133820069206195e+03,5.433821283194603893e+03,1.932631101348176799e+03
9.357190652855460939e+03,8.104388521926855901e+03,6.559107392726730723e+03,5.423347794973180498e+03,1.814749583277781994e+03
9.185187004118974073e+03,7.912996273521197509e+03,6.391787412969215438e+03,5.285162193521271547e+03,1.830331423216436633e+03
