9.290176096833507472e+03,8.033404649358629285e+03,6.477887240668682352e+03,5.338659599584307216e+03,1.745354756231784904e+03
9.320823449318164421e+03,8.078675483293693105e+03,6.545160058038624811e+03,5.419301921988251706e+03,1.852022774558141919e+03
9.263551393726367678e+03,7.985306877554468883e+03,6.416013213508236731e+03,5.284659926246230498e+03,1.762464070438141789e+03
9.371593900466083142e+03,8.122528008713712552e+03,6.554972947434182061e+03,5.415019804234009825e+03,1.864330244925662782e+03
9.262245918655957212e+03,7.979800410308069331e+03,6.407596674195935520e+03,5.264955221712210914e+03,1.694912332785294893e+03
9.374271275886285366e+03,8.131828171111324991e+03,6.610469982630308550e+03,5.498920111681962226e+03,2.007229421475507024e+03
9.558446411180546420e+03,8.222630311287490258e+03,6.603794635280005423e+03,5.431494054940360002e+03,1.771581043756471900e+03
9.587237914699491739e+03,8.261131077973623178e+03,6.682979621167224650e+03,5.522681859345600969e+03,1.911290872081796351e+03
9.506624765039818158e+03,8.223726240161873648e+03,6.643429793926256025e+03,5.490481687591003720e+03,1.917418436485899747e+03
9.519537531446023422e+03,8.214899038277875661e+03,6.628505857406426003e+03,5.480016769081798884e+03,1.904484259056269593e+03
9.537412798228915563e+03,8.245974467545465814e+03,6.662565397217367718e+03,5.514522716830888385e+03,1.943628698174831470e+03
9.401883693220170244e+03,8.082291655816079583e+03,6.528828839933377822e+03,5.411429745497393014e+03,1.841510417593523471e+03
9.504385853231988222e+03,8.199226064935737668e+03,6.598288986138794826e+03,5.442410969004037725e+03,1.801952344672528625e+03
9.422503755468795134e+03,8.138363026842755062e+03,6.536960827103663178e+03,5.384090454895476796e+03,1.725585046077198058e+03
9.420562633403262225e+03,8.128019609781516920e+03,6.559697196273615191e+03,5.422610056147295836e+03,1.750202509387150258e+03
9.299247001304549485e+03,8.034026990838872734e+03,6.467709100674814181e+03,5.331989017687773412e+03,1.769030668187201172e+03
9.143382617467475939e+03,7.863106474760665151e+03,6.319315425233809947e+03,5.203428682976917116e+03,1.719352267486734263e+03
9.443046463636124827e+03,8.169311195582578875e+03,6.597081141391090569e+03,5.453649518750510651e+03,1.830162091823164474e+03
9.389533508406679175e+03,8.122014604881492232e+03,6.545554976048393655e+03,5.393302290952553449e+03,1.796410247779677775e+03
9.359481211885537050e+03,8.087574311161696642e+03,6.493619949357224868e+03,5.324025324244616058e+03,1.676053334096186518e+03
9.366457337226238451e+03,8.078118872273169472e+03,6.508416153401296469e+03,5.362693287102280010e+03,1.712508841267479511e+03
9.280921111060128169e+03,7.995137452778883016e+03,6.398459955415868535e+03,5.244235968567239979e+03,1.661432143537367438e+03
8.969684338746144931e+03,7.754056288673670679e+03,6.249927973554091295e+03,5.155380956034304290e+03,1.657627161698428154e+03
9.046269406341278227e+03,7.820912185634687376e+03,6.295419632819581238e+03,5.181885720780121119e+03,1.652467248029993925e+03
8.732997447357578494e+03,7.566040820866279319e+03,6.104055509846253699e+03,5.035430194201831000e+03,1.698468206733885836e+03
8.902345226483359511e+03,7.706481477035060379e+03,6.228390222229456413e+03,5.141814384231156509e+03,1.681509788877434403e+03
8.772076957717359619e+03,7.595791767938065277e+03,6.111851034765523764e+03,5.027205698553764705e+03,1.589029414578837304e+03
8.696611086354332656e+03,7.525612247826051316e+03,6.069705717858480966e+03,5.003530728597184861e+03,1.583173137811856577e+03
8.758202838411776611e+03,7.612145041326276441e+03,6.161300759168920194e+03,5.101283612263458053e+03,1.704263211826305451e+03
8.706145919413966112e+03,7.518542180548330180e+03,6.008474369948334243e+03,4.918794092983482187e+03,1.559366760351085304e+03
